judul,sumber,penulis,deskripsi,url,tanggal,konten,keyword,metode
CATAHU 2024: Perempuan dalam Bayang-Bayang Kekerasan di Ranah Personal Hingga Negara - Konde.co,Google News,,"<a href=""https://news.google.com/rss/articles/CBMiswFBVV95cUxOenpEdVJZRW84aVJwVnZzMmRUeGw4Ukd0bzVLN05HejdlT1Baa0lKNDdBd195QjZPQS1zaE9UdkZaQ0hsTG1CMHdBX2x3QjRRUHpILXRzSE5qWXg4Zy1NWkxUdWVlV2l4cl9WNE9kS0dEeWNaa3NBTlc5NGJDMVhqMGpnZlhrTnpuNEowUHhkY3ZLMUNTNW81dE1taUhVdjhfTXhoTzBreWZWRG5MUlNlb0ZOaw?oc=5"" target=""_blank"">CATAHU 2024: Perempuan dalam Bayang-Bayang Kekerasan di Ranah Personal Hingga Negara<",https://news.google.com/rss/articles/CBMiswFBVV95cUxOenpEdVJZRW84aVJwVnZzMmRUeGw4Ukd0bzVLN05HejdlT1Baa0lKNDdBd195QjZPQS1zaE9UdkZaQ0hsTG1CMHdBX2x3QjRRUHpILXRzSE5qWXg4Zy1NWkxUdWVlV2l4cl9WNE9kS0dEeWNaa3NBTlc5NGJDMVhqMGpnZlhrTnpuNEowUHhkY3ZLMUNTNW81dE1taUhVdjhfTXhoTzBreWZWRG5MUlNlb0ZOaw?oc=5,2025-03-13 07:00:00,,peningkatan kekerasan seksual kampus,RSS
Rangkuman CATAHU Komnas Perempuan 2024 - magdalene.co,Google News,,"<a href=""https://news.google.com/rss/articles/CBMidEFVX3lxTE1uUGJPSGhpSUxBUTVrSXl3U1NfU2FkTEQtdXRvclo5WXN0UFg0SG50STA3UW93Rk14VWU3UENzZV9lZ0owby1tYnBEVnJDcktSVS1pSmFQOWxsckJwY1lKZTFHaElHWkI5ZTZ5aGJIVnZya1hB?oc=5"" target=""_blank"">Rangkuman CATAHU Komnas Perempuan 2024</a>&nbsp;&nbsp;<font color=""#6f6f6f"">magdalene.co</font>",https://news.google.com/rss/articles/CBMidEFVX3lxTE1uUGJPSGhpSUxBUTVrSXl3U1NfU2FkTEQtdXRvclo5WXN0UFg0SG50STA3UW93Rk14VWU3UENzZV9lZ0owby1tYnBEVnJDcktSVS1pSmFQOWxsckJwY1lKZTFHaElHWkI5ZTZ5aGJIVnZya1hB?oc=5,2025-03-13 07:00:00,,catatan tahunan kekerasan seksual kampus,RSS
"Desak Tindakan Tegas, Kumalawati Soroti Meningkatnya Kasus Pelecehan Seksual di Lebak - Portal Lebak - Portal Lebak",Google News,,"<a href=""https://news.google.com/rss/articles/CBMi4AFBVV95cUxPamVLdzZLTHh0X3pFQTk3WkJMS2lHYUEyU1E0S0lmN0tmN25DWUlEb3FoMS1RemRoVnJQY0dnZVEzR0lwT25uOTdhZjh4Tnp6Q0xaQmsyWG1GX0RuWWw4T0V1RmduLWxtNmxneFlQUHRySUFabG1MUF8zdG9nT1ZUT0hhYnNjVlgyMWk3QXBmbHhiY3FHWEJLNmo4T29VV1pWUndzcXluN2RTd3d4Y1FITlNOUXhxY0xiS0NOZlRSc082Qy1NZVBlQzNjT05COUpBUTJiMmgzMEZxcHJhZ2x0WdIB5gFBVV95cUxNWW5JdWFPYnMyaFl5YktSYklUUkJKRkRxVW",https://news.google.com/rss/articles/CBMi4AFBVV95cUxPamVLdzZLTHh0X3pFQTk3WkJMS2lHYUEyU1E0S0lmN0tmN25DWUlEb3FoMS1RemRoVnJQY0dnZVEzR0lwT25uOTdhZjh4Tnp6Q0xaQmsyWG1GX0RuWWw4T0V1RmduLWxtNmxneFlQUHRySUFabG1MUF8zdG9nT1ZUT0hhYnNjVlgyMWk3QXBmbHhiY3FHWEJLNmo4T29VV1pWUndzcXluN2RTd3d4Y1FITlNOUXhxY0xiS0NOZlRSc082Qy1NZVBlQzNjT05COUpBUTJiMmgzMEZxcHJhZ2x0WdIB5gFBVV95cUxNWW5JdWFPYnMyaFl5YktSYklUUkJKRkRxVWh6Y3Z1RFN0QW9xdE5VZkdtLVBHWi1jZnV6QWxBRmJtSUpPLWw0Tndkem55WkpGS2pkeDNsUDZEUFBuenFtWk11Yk9MZlNDNTBqYXBNZUc4LThSZy0tMWQ0UENkYllkdTNzTlluZUNUOXZJYUNCNDlFUUYtUm1Gd3RDOWVjMGFXOTMxQWFyN21yY0tkd1FyNUlySTBxd0lhaVpDQUhJSWIzMmxMcGx5d0REaVo4c0htRTJUMC1TUDE5Nm9PWUdrbDVXbldwdw?oc=5,2025-03-10 07:00:00,,lonjakan pelecehan seksual mahasiswa,RSS
Angka Kekerasan Kepada Perempuan Anak Tinggi Pemkab Bentuk Gugus Tugas - Pemerintah Kabupaten Sumedang,Google News,,"<a href=""https://news.google.com/rss/articles/CBMirwFBVV95cUxQSlN3TjBXZlNxYnBsdUk2TTFwaVdYTGdudHdIWFEtQ2M2TGdJYVRHWEI2cG9keGFXMmNOS1p5QWRHcWs2V1FQQVJUTk5lQ2lOSHo1Rm1rclRMcmFWRzRvcGpIdnhxRDFmVjU1MHViQ2FyRU8zOUxsRUJHNUVXYUJaWVdkWkVpTXBZcmp6WWZYN3JMRWNWckdkYmh5Wlg5ZTJObkpobW9iZ1oxaEIyN0ZB?oc=5"" target=""_blank"">Angka Kekerasan Kepada Perempuan Anak Tinggi Pemkab Bentuk Gugus Tugas</a>&nbsp;&nbsp;<font",https://news.google.com/rss/articles/CBMirwFBVV95cUxQSlN3TjBXZlNxYnBsdUk2TTFwaVdYTGdudHdIWFEtQ2M2TGdJYVRHWEI2cG9keGFXMmNOS1p5QWRHcWs2V1FQQVJUTk5lQ2lOSHo1Rm1rclRMcmFWRzRvcGpIdnhxRDFmVjU1MHViQ2FyRU8zOUxsRUJHNUVXYUJaWVdkWkVpTXBZcmp6WWZYN3JMRWNWckdkYmh5Wlg5ZTJObkpobW9iZ1oxaEIyN0ZB?oc=5,2025-02-27 08:00:00,,data kasus kekerasan seksual pendidikan tinggi,RSS
WCC Jombang Rilis Catatan Tahunan 2024: Kekerasan Seksual dan KDRT Masih Dominan - suara indonesia,Google News,,"<a href=""https://news.google.com/rss/articles/CBMizAFBVV95cUxNY3R3dk5iWmYxRV9HNnZRNUdyRnBBaW5mWkZlclRSOHY0eGZTSjJlX09wZm9CSzRGNFNkYm9jS25HcjhnSzRxSDJJM3ZQb2xybHNKbFk1WDR0Z3hEUFBSMnRYenM3Z0x5YVZXTEtENEZ6Z3h1S21TTWJRWUJwMmRUb255VnN6SnVfeE5xa0drNDk1Z2hmR1JPODZ6S3c5OFprQ005VUQ4VzgyZXBYNEF0WEdIdkJvZmdyZkJncFhkZDl1YWJaNTFkNzRwaUzSAdIBQVVfeXFMTnBhbzBoTGtFUDR6M0lHcHQ2UXI5c3BLdTdaU0E4Rklmd2ZYbjN0MXBQcEl3M1",https://news.google.com/rss/articles/CBMizAFBVV95cUxNY3R3dk5iWmYxRV9HNnZRNUdyRnBBaW5mWkZlclRSOHY0eGZTSjJlX09wZm9CSzRGNFNkYm9jS25HcjhnSzRxSDJJM3ZQb2xybHNKbFk1WDR0Z3hEUFBSMnRYenM3Z0x5YVZXTEtENEZ6Z3h1S21TTWJRWUJwMmRUb255VnN6SnVfeE5xa0drNDk1Z2hmR1JPODZ6S3c5OFprQ005VUQ4VzgyZXBYNEF0WEdIdkJvZmdyZkJncFhkZDl1YWJaNTFkNzRwaUzSAdIBQVVfeXFMTnBhbzBoTGtFUDR6M0lHcHQ2UXI5c3BLdTdaU0E4Rklmd2ZYbjN0MXBQcEl3M1FneDRtSHNNWXNmczZFbzNQVXNqOXdzamRUeWlzbmVxVWpMVDRfZElSYkZrZ2NMSnN5aEQ1MHF3ajd4a1R6b3lpQnhFZnVUY19EU2VJLUNMSEg1STdGZ0MxcWt1YWFVRE8zcTc2N3VBbTg4M2pYRGxNVmlVUGJJQ2hBTVh3VDNCTV9ZM2NNZEtDdTdCTjJ4czY4N2R6cGNBU09zVU9R?oc=5,2025-02-27 08:00:00,,catatan tahunan kekerasan seksual kampus,RSS
Kekerasan Seksual di Kampus: Peran Universitas - magdalene.co,Google News,,"<a href=""https://news.google.com/rss/articles/CBMifkFVX3lxTE1XU0MxTGdYYmYta3ZCWWlEN3dyVXlyM2N3U2FqLWNNQVVubHJXSW1WT3Y2QldyZlR5VzlXUzVaY1VVWTZ3X0g2SHYySHRfYURfWUhPcVF3N3J1bWxWakdwMU1yOU0xR3dPUzlJRmxQODU5Zkh2NEVHNEVmZ195Zw?oc=5"" target=""_blank"">Kekerasan Seksual di Kampus: Peran Universitas</a>&nbsp;&nbsp;<font color=""#6f6f6f"">magdalene.co</font>",https://news.google.com/rss/articles/CBMifkFVX3lxTE1XU0MxTGdYYmYta3ZCWWlEN3dyVXlyM2N3U2FqLWNNQVVubHJXSW1WT3Y2QldyZlR5VzlXUzVaY1VVWTZ3X0g2SHYySHRfYURfWUhPcVF3N3J1bWxWakdwMU1yOU0xR3dPUzlJRmxQODU5Zkh2NEVHNEVmZ195Zw?oc=5,2025-02-17 08:00:00,,peningkatan kekerasan seksual kampus,RSS
"Satgas PPKPT, Bentuk Keseriusan UMS Cegah Kekerasan - News UMS",Google News,,"<a href=""https://news.google.com/rss/articles/CBMijgFBVV95cUxPYm5MdGY2ZzU5VVRkR1lxdUtHeXRQOHV0T2E5M3ktS1RHUjAybmFtSk5hYUZObk43a21tdU96S2hQS0NMTzBldEZtTE9yZlo0MkdkTjFGV1JEMnpEVFlEZDBKUHdWdUVNVmhJc3ZWQ2ZnRnM0UktRTjZFSzFVQ3FMVjJhU0FyaUY4b2dHTF9n?oc=5"" target=""_blank"">Satgas PPKPT, Bentuk Keseriusan UMS Cegah Kekerasan</a>&nbsp;&nbsp;<font color=""#6f6f6f"">News UMS</font>",https://news.google.com/rss/articles/CBMijgFBVV95cUxPYm5MdGY2ZzU5VVRkR1lxdUtHeXRQOHV0T2E5M3ktS1RHUjAybmFtSk5hYUZObk43a21tdU96S2hQS0NMTzBldEZtTE9yZlo0MkdkTjFGV1JEMnpEVFlEZDBKUHdWdUVNVmhJc3ZWQ2ZnRnM0UktRTjZFSzFVQ3FMVjJhU0FyaUY4b2dHTF9n?oc=5,2025-02-12 08:00:00,,kasus kekerasan seksual meningkat kampus,RSS
"Satgas PPKPT, Bentuk Keseriusan UMS Cegah Kekerasan - Universitas Muhammadiyah Surakarta",Google News,,"<a href=""https://news.google.com/rss/articles/CBMimgFBVV95cUxNTjhrb0UwSHZJTF9MWVFUWFJ2SXV2MGtvM0lfeWdnSUF6aGVKZW92WGZKd0dYM2JCNlJ4Ny16a3BKUDdOVmlOOEVVdF90aXhZRGM0UUpxVkVIQXY4M3JxdTZGa0wzeDI0UTh5Q24zRnRNbHpob3MzN1YyenA5aXFyajhPUnUzNzcyZy02ZFJoZHlrNUkzNlRkU3Z3?oc=5"" target=""_blank"">Satgas PPKPT, Bentuk Keseriusan UMS Cegah Kekerasan</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Universitas Muhammadiyah Surak",https://news.google.com/rss/articles/CBMimgFBVV95cUxNTjhrb0UwSHZJTF9MWVFUWFJ2SXV2MGtvM0lfeWdnSUF6aGVKZW92WGZKd0dYM2JCNlJ4Ny16a3BKUDdOVmlOOEVVdF90aXhZRGM0UUpxVkVIQXY4M3JxdTZGa0wzeDI0UTh5Q24zRnRNbHpob3MzN1YyenA5aXFyajhPUnUzNzcyZy02ZFJoZHlrNUkzNlRkU3Z3?oc=5,2025-02-12 08:00:00,,kasus kekerasan seksual meningkat kampus,RSS
DP3AKB: Tren Laporan Kekerasan terhadap Perempuan dan Anak di Jember Meningkat - beritajatim.com,Google News,,"<a href=""https://news.google.com/rss/articles/CBMiowFBVV95cUxONDJVMXpPamluNmhQa2JibzRRYWp1RWptdVlBZmhTdTFnNjFyYmRCb0NGaHl6czBrbHpQdkEtZndNZXFsaWRYNlBxUjdMZHBlbzlqNnB4RjBGSGhXV3N4TVZkWVh5MjUtV015Y3dmSU1jbHVUUTl2SkQ4TXl3czlVUEZIMWMyNWxEYVBOemFlU0tnY2FKcjEtQTBHZWNjOUFsODJR?oc=5"" target=""_blank"">DP3AKB: Tren Laporan Kekerasan terhadap Perempuan dan Anak di Jember Meningkat</a>&nbsp;&nbsp;<font color=""",https://news.google.com/rss/articles/CBMiowFBVV95cUxONDJVMXpPamluNmhQa2JibzRRYWp1RWptdVlBZmhTdTFnNjFyYmRCb0NGaHl6czBrbHpQdkEtZndNZXFsaWRYNlBxUjdMZHBlbzlqNnB4RjBGSGhXV3N4TVZkWVh5MjUtV015Y3dmSU1jbHVUUTl2SkQ4TXl3czlVUEZIMWMyNWxEYVBOemFlU0tnY2FKcjEtQTBHZWNjOUFsODJR?oc=5,2025-01-11 08:00:00,,kasus kekerasan seksual meningkat kampus,RSS
Laporan Kekerasan Seksual di Mataram Meningkat Seusai Kasus IWAS Viral - detikcom,Google News,,"<a href=""https://news.google.com/rss/articles/CBMixAFBVV95cUxPNTJZNlRPT2h5b01JdkdSWHNVbE5jYTl0ZF9hOHJZWVp0SU1wNnFCZzJfb2ctc2lOYTBNaUU1bVM2X1BjUDdYMVVVTzJSTFZyN0NQdVBHak93UWZ1TzNuWlVYN0J3Q29uWlhCc2ljd2Z3S2Z2QmcxbkpRaGdETmh3TW1tenJVOWxzZU1QeG13b1E0QW53am5uUEdyRmpRQ19XN0ZJdFdLYnYwN0t0cXd2MXJnUWt3dDZmWktTS29JN2ZsbEhC0gHKAUFVX3lxTFAxamUtNnVCREFBcTRBN1BaUGVVRGNlbXQxZzB6YkFYY1dkVE1BRk5EZlZMNXB6OFRSQU9UZm",https://news.google.com/rss/articles/CBMixAFBVV95cUxPNTJZNlRPT2h5b01JdkdSWHNVbE5jYTl0ZF9hOHJZWVp0SU1wNnFCZzJfb2ctc2lOYTBNaUU1bVM2X1BjUDdYMVVVTzJSTFZyN0NQdVBHak93UWZ1TzNuWlVYN0J3Q29uWlhCc2ljd2Z3S2Z2QmcxbkpRaGdETmh3TW1tenJVOWxzZU1QeG13b1E0QW53am5uUEdyRmpRQ19XN0ZJdFdLYnYwN0t0cXd2MXJnUWt3dDZmWktTS29JN2ZsbEhC0gHKAUFVX3lxTFAxamUtNnVCREFBcTRBN1BaUGVVRGNlbXQxZzB6YkFYY1dkVE1BRk5EZlZMNXB6OFRSQU9UZmVpcFp0ZjVhYkVLanlfSko5d0xNTDZtcW9uN01HQlJSbThGX21wVkM1U0dsSWdVVTNaeTdfUGZONUxHRHE5dC1Hd0dkZXltRmE1Y2pWZmpIVFJEbWZiUXI3eG0yb3FONmVER1VPV1doZDl3bDhUWDJjX2k2dHYyYnNTZllRQmVuXzVGUDlfUHhHaEZBZHc?oc=5,2025-01-10 08:00:00,,lonjakan pelecehan seksual mahasiswa,RSS
"JPPI: 2024, Kekerasan di Lingkungan Pendidikan Melonjak Lebih dari 100 Persen - New Indonesia",Google News,,"<a href=""https://news.google.com/rss/articles/CBMiuwFBVV95cUxQMVRPN2xDOWRFcndpN2NabUJKbE5JTlNpRkJLbUFSV0hMSG5xVUdZZjdMVnZJZ0dkS2llNENhRzRnX29JWEEwRkdfYV9QbzUzeElTNnF4d1BZSHlUN0RDYS1CRjVCVmNyMGZrNzk3VXNMUUNFX1FvUEd0NmVLQU03SWdUS0hZUTlLMlctVHRaLXdkOWludFNSNEtlaWxxSGFhVFJUdUJzTWxMdXFEM2pJMUFFa2tfaUVvMllF?oc=5"" target=""_blank"">JPPI: 2024, Kekerasan di Lingkungan Pendidikan Melonjak Lebih dari 100 Pers",https://news.google.com/rss/articles/CBMiuwFBVV95cUxQMVRPN2xDOWRFcndpN2NabUJKbE5JTlNpRkJLbUFSV0hMSG5xVUdZZjdMVnZJZ0dkS2llNENhRzRnX29JWEEwRkdfYV9QbzUzeElTNnF4d1BZSHlUN0RDYS1CRjVCVmNyMGZrNzk3VXNMUUNFX1FvUEd0NmVLQU03SWdUS0hZUTlLMlctVHRaLXdkOWludFNSNEtlaWxxSGFhVFJUdUJzTWxMdXFEM2pJMUFFa2tfaUVvMllF?oc=5,2024-12-29 08:00:00,,data kasus kekerasan seksual pendidikan tinggi,RSS
"Dosa Besar Sekolah, Kekerasan Seksual dan Perundungan Tanpa Akhir - Inilah.com",Google News,,"<a href=""https://news.google.com/rss/articles/CBMikAFBVV95cUxNVzdJWE54UDh1RUxsUGJ1Y0RPUDJUSWQtaWpNVEx1RWlIQVotc1A3Vk96Wk53N3NZTm96dUhmbGd3Tml5QTRzQks0MGp0OUgxeG9UWUF6Zy14Z3Z4SlRjdHQ3SmgwTDNKQTN0dGp4YnBkTjdqNFFvcU1SWktpM2U1REpLT3NBaEVRUWpjVEdYX2Y?oc=5"" target=""_blank"">Dosa Besar Sekolah, Kekerasan Seksual dan Perundungan Tanpa Akhir</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Inilah.com</font>",https://news.google.com/rss/articles/CBMikAFBVV95cUxNVzdJWE54UDh1RUxsUGJ1Y0RPUDJUSWQtaWpNVEx1RWlIQVotc1A3Vk96Wk53N3NZTm96dUhmbGd3Tml5QTRzQks0MGp0OUgxeG9UWUF6Zy14Z3Z4SlRjdHQ3SmgwTDNKQTN0dGp4YnBkTjdqNFFvcU1SWktpM2U1REpLT3NBaEVRUWpjVEdYX2Y?oc=5,2024-12-29 08:00:00,,data kasus kekerasan seksual pendidikan tinggi,RSS
Menteri PPPA Dorong Perguruan Tinggi Aktif Mencegah Kekerasan Seksual di Lingkungan Kampus - Kementerian Pemberdayaan Perempuan dan Perlindungan Anak (KemenPPPA),Google News,,"<a href=""https://news.google.com/rss/articles/CBMi0gFBVV95cUxPTG5Gc0NubDlTQ3lpMy15c1dFZV93Vy1EU25rcVJvNnFYVnMtbkx4STNKUk5lMDRaQ2pKYTZ4aDJXSzRZMnZMZUpPMUc4Y1Q0M01yRWlZUllPNEtob3Z4YVpMSjZHcEl0Z0pEQmJwaVE5VEtfNnl6dDdMVm4zX2otczZlQUQ2S1pRRXNaY2s0VWx5RGl4dkdlUVJWVnJxUlJoaElURzJ1OXhFOHh5OEVKazRQdXFZN21URjBRU1cyWVpmTnRCRkJ5TF96blVaRmxIRVE?oc=5"" target=""_blank"">Menteri PPPA Dorong Perguruan Tinggi Aktif M",https://news.google.com/rss/articles/CBMi0gFBVV95cUxPTG5Gc0NubDlTQ3lpMy15c1dFZV93Vy1EU25rcVJvNnFYVnMtbkx4STNKUk5lMDRaQ2pKYTZ4aDJXSzRZMnZMZUpPMUc4Y1Q0M01yRWlZUllPNEtob3Z4YVpMSjZHcEl0Z0pEQmJwaVE5VEtfNnl6dDdMVm4zX2otczZlQUQ2S1pRRXNaY2s0VWx5RGl4dkdlUVJWVnJxUlJoaElURzJ1OXhFOHh5OEVKazRQdXFZN21URjBRU1cyWVpmTnRCRkJ5TF96blVaRmxIRVE?oc=5,2024-12-18 08:00:00,,statistik kekerasan seksual universitas,RSS
Tiga Dosa Besar Perguruan Tinggi pada 2021-2024 - GoodStats,Google News,,"<a href=""https://news.google.com/rss/articles/CBMikwFBVV95cUxOT0dEUV9fbGowUnRpRmt4ZlZ1dXZUSlIxTGVCMVZ5Y3VEcDF2UjlVUTNWbXV2ZTU5UUZEWDNhYnlkZ1JKdVB6VmhuRXB4NUNMenI0TE1ZMFVSYU1xd2l2TWU0THpiWENJU2s2TldfdXo3cFRiclhHdzZDQlJ4NVRjQlFHZWU4RXktbV9qbHlwR0lfOEE?oc=5"" target=""_blank"">Tiga Dosa Besar Perguruan Tinggi pada 2021-2024</a>&nbsp;&nbsp;<font color=""#6f6f6f"">GoodStats</font>",https://news.google.com/rss/articles/CBMikwFBVV95cUxOT0dEUV9fbGowUnRpRmt4ZlZ1dXZUSlIxTGVCMVZ5Y3VEcDF2UjlVUTNWbXV2ZTU5UUZEWDNhYnlkZ1JKdVB6VmhuRXB4NUNMenI0TE1ZMFVSYU1xd2l2TWU0THpiWENJU2s2TldfdXo3cFRiclhHdzZDQlJ4NVRjQlFHZWU4RXktbV9qbHlwR0lfOEE?oc=5,2024-12-12 08:00:00,,statistik kekerasan seksual universitas,RSS
Tren Kasus Kekerasan Seksual di Perguruan Tinggi Naik dalam 4 Tahun Terakhir - GoodStats,Google News,,"<a href=""https://news.google.com/rss/articles/CBMitAFBVV95cUxQNGh3RGFaUDRld011S3RISEhhc1hrelptaFFRRU9EQ2RzcENSRmxzR0RETzlFb0YxVVFJV1hpbThOaElyT3N2UHJMcllxRU1KQ2o5TGlNMEdna2pUNEVOaHY2SUNGY0VFd29GMC1xQ0RiVUZMYXhYMG9yeVpidk5xdFd2dnVDZVV5NkpjcVgzM0x2bERVRTFiaFl2WmRfeE9BdTFVN1VMREgybTF2ZWZ5NW1GWDI?oc=5"" target=""_blank"">Tren Kasus Kekerasan Seksual di Perguruan Tinggi Naik dalam 4 Tahun Terakhir</a>&nbs",https://news.google.com/rss/articles/CBMitAFBVV95cUxQNGh3RGFaUDRld011S3RISEhhc1hrelptaFFRRU9EQ2RzcENSRmxzR0RETzlFb0YxVVFJV1hpbThOaElyT3N2UHJMcllxRU1KQ2o5TGlNMEdna2pUNEVOaHY2SUNGY0VFd29GMC1xQ0RiVUZMYXhYMG9yeVpidk5xdFd2dnVDZVV5NkpjcVgzM0x2bERVRTFiaFl2WmRfeE9BdTFVN1VMREgybTF2ZWZ5NW1GWDI?oc=5,2024-12-07 08:00:00,,peningkatan kekerasan seksual kampus,RSS
"Kekerasan seksual: Kasus dugaan pelecehan seksual di Unhas, Satgas PPKS minta dosen terduga pelaku diberhentikan - BBC",Google News,,"<a href=""https://news.google.com/rss/articles/CBMiYEFVX3lxTE4xaDRocy1FYUI3R3JISzBUTTZQMldSU3hMbWEwVHlDY1ozZTJPdjhxY0Z1NVpoOHJzQ1hZbFQ3Vll1V01Rc25wWmxLMGdoNWxIUUNvSnkwLTgyZnIwSUlUcNIBZkFVX3lxTFA1ZkUwSkc0bUhpMHZrTWtWckpTV2RENC1uU29LTHdxd0R2MFFfUkxHS2l6MDZFXy1GdEtJTGRPVUVWRzQ5ZFFIWXJTNm1jemEtX3lxeVp0eUxyQnBNcWo2NC12QjJTZw?oc=5"" target=""_blank"">Kekerasan seksual: Kasus dugaan pelecehan seksual di Unha",https://news.google.com/rss/articles/CBMiYEFVX3lxTE4xaDRocy1FYUI3R3JISzBUTTZQMldSU3hMbWEwVHlDY1ozZTJPdjhxY0Z1NVpoOHJzQ1hZbFQ3Vll1V01Rc25wWmxLMGdoNWxIUUNvSnkwLTgyZnIwSUlUcNIBZkFVX3lxTFA1ZkUwSkc0bUhpMHZrTWtWckpTV2RENC1uU29LTHdxd0R2MFFfUkxHS2l6MDZFXy1GdEtJTGRPVUVWRzQ5ZFFIWXJTNm1jemEtX3lxeVp0eUxyQnBNcWo2NC12QjJTZw?oc=5,2024-12-01 08:00:00,,peningkatan kekerasan seksual kampus,RSS
80 Persen Transaksi Judi Online dari Pelajar dan Mahasiswa - Media Indonesia,Google News,,"<a href=""https://news.google.com/rss/articles/CBMipAFBVV95cUxNLUEtRk9IQU5vT0pGNlJJQUxWVWxzOUtDamM2bTJyUEZDWkp4YjlIYzVobjJZVXBtcXN6cHU1QTdILXF3R0plYkg2VlJPX0ZUY3RHVThKTHNxMzJNblZmM3pxdGFQX1dUcXhGaUlZelFkdEdkV1dwWUgyNU8yTnRHejhfWVMwaUxIS2NMemRGNDBZZS0zWDljRExhNzZMbFo3VlBxdw?oc=5"" target=""_blank"">80 Persen Transaksi Judi Online dari Pelajar dan Mahasiswa</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Media Ind",https://news.google.com/rss/articles/CBMipAFBVV95cUxNLUEtRk9IQU5vT0pGNlJJQUxWVWxzOUtDamM2bTJyUEZDWkp4YjlIYzVobjJZVXBtcXN6cHU1QTdILXF3R0plYkg2VlJPX0ZUY3RHVThKTHNxMzJNblZmM3pxdGFQX1dUcXhGaUlZelFkdEdkV1dwWUgyNU8yTnRHejhfWVMwaUxIS2NMemRGNDBZZS0zWDljRExhNzZMbFo3VlBxdw?oc=5,2024-12-01 08:00:00,,lonjakan pelecehan seksual mahasiswa,RSS
"Kasus Dugaan Pelecehan Seksual oleh Dosen di Unhas, Korban Disudutkan Satgas, Pelaku Kini Dinonaktifkan - Kompas.com",Google News,,"<a href=""https://news.google.com/rss/articles/CBMi1AFBVV95cUxOcl9Nd0tJR1lNOFR3aFAxaWpsQzhnSXFrd1MzZERzNjNZdFBteUl2OHJLZ0s2bWU5enRoVmhXUDJaMGFjckkzNlhxd1o4ZHRvU1lVUFBnek9FdFF0M053QmtRdzE0RVYwdlZVWTBETkxQVjdTTzFncG55WjhKTXBWUzJ3OTNGY3NoM3JIMXM2Z2doNW1RWnpjZ2FSR21pZjl3ZnF4TFJYZWw4aGg0VzVlYWdXTW1GaE9oT3QxaGlHX2p3bFB4anZneUdZSGczX0QwaXhyQQ?oc=5"" target=""_blank"">Kasus Dugaan Pelecehan Seksual oleh Dosen",https://news.google.com/rss/articles/CBMi1AFBVV95cUxOcl9Nd0tJR1lNOFR3aFAxaWpsQzhnSXFrd1MzZERzNjNZdFBteUl2OHJLZ0s2bWU5enRoVmhXUDJaMGFjckkzNlhxd1o4ZHRvU1lVUFBnek9FdFF0M053QmtRdzE0RVYwdlZVWTBETkxQVjdTTzFncG55WjhKTXBWUzJ3OTNGY3NoM3JIMXM2Z2doNW1RWnpjZ2FSR21pZjl3ZnF4TFJYZWw4aGg0VzVlYWdXTW1GaE9oT3QxaGlHX2p3bFB4anZneUdZSGczX0QwaXhyQQ?oc=5,2024-12-01 08:00:00,,peningkatan kekerasan seksual kampus,RSS
"Pelecehan dan Kekerasan Seksual di Kampus-Kampus, Terakhir Terjadi di Universitas Islam Riau - Tempo.co",Google News,,"<a href=""https://news.google.com/rss/articles/CBMixAFBVV95cUxNOThMeXBpeldoNWVjcWlaRFJBVl84dGhsejIyMDZjemN5OGNQNkYwb0FDekF5WWZuY3N5a0NBajlxMUpxTFpjSmZKOHZNSFJXRlowMXA4d1BPdXRkMy15LXVzNTFzems2QXpSbk9UUlR2QnJaMU1ZUjBUSkhYMGhqbUtzODBTZjZkUEJtWWh5NWtCbzlHZzZ6Z3BXbWFDbzF1WGNOOTRwQm1wWXFseFUzOW1ocHoySXVIYndZYzE3VWROY3hG?oc=5"" target=""_blank"">Pelecehan dan Kekerasan Seksual di Kampus-Kampus, Terakhir Terj",https://news.google.com/rss/articles/CBMixAFBVV95cUxNOThMeXBpeldoNWVjcWlaRFJBVl84dGhsejIyMDZjemN5OGNQNkYwb0FDekF5WWZuY3N5a0NBajlxMUpxTFpjSmZKOHZNSFJXRlowMXA4d1BPdXRkMy15LXVzNTFzems2QXpSbk9UUlR2QnJaMU1ZUjBUSkhYMGhqbUtzODBTZjZkUEJtWWh5NWtCbzlHZzZ6Z3BXbWFDbzF1WGNOOTRwQm1wWXFseFUzOW1ocHoySXVIYndZYzE3VWROY3hG?oc=5,2024-12-01 08:00:00,,data kasus kekerasan seksual pendidikan tinggi,RSS
